row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file
I70-038449,twin_angel,Copyright,345,ツインエンジェル,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038457,lotus_land_story,Copyright,343,東方幻想郷,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038460,seihou,Copyright,343,西方,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038470,how_to_train_your_dragon_(series),Copyright,340,ヒックとドラゴン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038475,inabakumori,Copyright,339,稲葉曇,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038485,shigoto_neko,Copyright,338,仕事猫,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038488,all_saints_street,Copyright,337,1031万圣街,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038491,hello_charlotte,Copyright,337,你好夏洛特,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038497,kagetsu_tooya,Copyright,336,歌月十夜,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038502,choujin_x,Copyright,334,超人X,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038504,ginga_tetsudou_999,Copyright,334,銀河鉄道999,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038517,no.6,Copyright,333,未来都市no.6,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038534,beast_wars,Copyright,330,ビーストウォーズ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038538,hua_yi_shanxin_zhiyue,Copyright,330,花亦山心之月,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038543,saint_seiya_omega,Copyright,330,聖闘士星矢Ω,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038544,battle_angel_alita,Copyright,329,銃夢,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038555,seitokai_yakuindomo,Copyright,328,生徒会役員共,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038566,makai_tenshi_djibril,Copyright,326,魔界天使ジブリール,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038584,the_bible,Copyright,324,圣经,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038590,virtuareal_link,Copyright,323,阿梓从小就很可爱,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038594,sengoku_taisen,Copyright,322,戦国大戦,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038620,shiritsu_justice_gakuen,Copyright,315,私立ジャスティス学園,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038629,hopeless_masquerade,Copyright,313,東方心綺楼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038643,gensou_suikoden_iii,Copyright,311,幻想水滸伝iii,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-050191,sugina_miki,Artist,311,杉菜水姫,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-038678,portrait_of_exotic_girls,Copyright,306,蓬莱少女繪幻想,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038682,specialite_(company),Copyright,305,すぺしゃりて,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-050388,kitazume_hiroyuki,Artist,304,北爪宏幸,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-038696,detective_pikachu_(series),Copyright,301,名探偵ピカチュウ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038702,eshi_100_nin_ten,Copyright,300,絵師100人展,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-050545,yamamoto_kazue,Artist,300,山本和枝,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-038713,digimon_world_re:digitize,Copyright,298,デジモンワールド,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038718,taimashi_ayano,Copyright,298,退魔師綾乃,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038722,alien_(1979),Copyright,297,エイリアン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038732,nezha_zhi_motong_jiangshi,Copyright,296,哪吒之魔童降世,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-050694,nanase_aoi,Artist,295,七瀬葵,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-050715,chikotam,Artist,294,ちこたむ,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-050744,taka-michi,Artist,294,たかみち,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-050763,komatsuzaki_rui,Artist,293,小松崎類,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-038752,akatsuki_records,Copyright,292,暁Records,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038761,kemono_jihen,Copyright,291,怪物事変,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038769,wild_and_horned_hermit,Copyright,291,東方茨歌仙,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-050860,nana_kagura,Artist,290,ななかぐら,カグラナナ,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-038780,busou_renkin,Copyright,289,武装錬金,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038782,kokkimusume,Copyright,289,国旗娘,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038796,gimai_seikatsu,Copyright,287,義妹生活,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038797,legend_of_mana,Copyright,287,聖剣LOM,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038805,kaitou_tenshi_twin_angel,Copyright,286,ツインエンジェル,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-009861,en_ciel_rena_(sin),Character,285,エンシェル・レナ,エンシェル・レナ,AI監修：作品内公式表記の確証不足,variant_lost_qualifier_batch003_04.csv
I70-038813,artery_gear,Copyright,284,アーテリーギア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038819,highly_responsive_to_prayers,Copyright,283,東方靈異伝,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-009960,dooby_(1st_costume),Character,282,dooby,dooby,AI監修：活動名は原綴りを維持,variant_lost_qualifier_batch003_04.csv
I70-038833,pokemon_ranger_(series),Copyright,281,ポケモンレンジャー,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038835,shiki_(novel),Copyright,281,屍鬼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-051159,kawarajima_kou,Artist,281,かわらじま晃,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-051168,monokubo,Artist,281,もの久保,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-038849,himouto!_umaru-chan_himouto_ikusei_keikaku,Copyright,279,干物妹!育成計画,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-051267,ponkan_8,Artist,279,ぽんかん⑧,ぽんかん8,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv
I70-038886,yozakura_quartet,Copyright,275,夜桜四重奏,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038887,counter-strike_(series),Copyright,274,カウンターストライク,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038921,touhou_hisoutensoku,Copyright,270,東方非想天則,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038924,pepoyo_(copyright),Copyright,269,ぺぽよ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
